Product Name,Brand Name,Breadcrumbs,Art,Lev.Art,Price,Recommended Price,Short Description,Description,Color,Picture,Variant Images,Properties,Brand Information,MetaTitle,MetaDescription,Website
"Yuka Glas 2-pack, Rosa",OYOY,Glas,385023,L301055,228kr,380kr,Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.,<div>Glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.  Varje artikel är unik tack vare den handgjorda designen.<br/><br/> <h2>Om glaset från OYOY</h2><br/>- Yuka Swirl uppskattas för den konstnärliga designen.<br/>- Från serien Yuka.<br/>- Tillverkat av glas.<br/>- Säljs i 2-pack.<br/>- Glaset finns i  olika färger.<br/></div>,Rosa,https://media.royaldesign.se/1/oyoy-yuka-virvelglas-2-pack-gula-8?quality=80&w=800,https://media.royaldesign.se/1/oyoy-yuka-virvelglas-2-pack-gula-8?quality=80&w=800,"Produktinformation_Artikelnummer_385023,Produktinformation_Lev. artikelnummer_L301055,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Antal i förpackning_2,Produktinformation_Färg_Rosa,Produktinformation_Material_Glas,Produktinformation_Diameter_7 cm,Produktinformation_Höjd_10.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Yuka Glas 2-pack, Rosa från OYOY | NordicDetails.se",Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster. ✓ Trygg leverans,https://royaldesign.se/yuka-swirl-glas-2-pack?p=385023
Dina & Bobo Dinosaur Gosedjur,OYOY,Barnrumsinredning,337358,M107343,450kr,900kr,Dina & Bobo Dinosaur gosedjur från OYOY med en gullig design i bomull med en mjuk fyllning i återvunnen polyester perfekt för barnrummet och för mysstunden.,<div>Gosedjuret från OYOY har en gullig design i bomull med en mjuk fyllning i återvunnen polyester perfekt för barnrummet och för mysstunden.  Välj mellan olika figurer.<br/><br/> <h2>Om gosedjuret från OYOY</h2><br/>- Söt design.<br/>- Mjuk stoppning.<br/>- Passar för 0+ år.<br/>- Gosedjuret passar bra i barnrummet.<br/><br/><br/></div>,,https://media.royaldesign.se/1/oyoy-dina-bobo-dinosaur-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-dina-bobo-dinosaur-0?quality=80&w=800,"Produktinformation_Artikelnummer_337358,Produktinformation_Lev. artikelnummer_M107343,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Beige,Produktinformation_Material_Bomull, Polyester,Produktinformation_Bredd_19 cm,Produktinformation_Höjd_30 cm,Produktinformation_Längd_44 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Dina & Bobo Dinosaur Gosedjur från OYOY | NordicDetails.se,Dina & Bobo Dinosaur gosedjur från OYOY med en gullig design i bomull med en mjuk fyllning i återvunnen polyester perfekt för barnrummet och för mysstunden.,https://royaldesign.se/dina-bobo-dinosaur-gosedjur
"Kojo Hurricane Ljuslykta, Gul",OYOY,Ljusstakar & Ljuslyktor,337382,L300921,132kr,330kr,"Kojo Hurricane ljuslykta från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för att skapa en mysig stämning i vilket rum som helst.","<div>Ljuslyktan från OYOY har en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för att skapa en mysig stämning i vilket rum som helst.  . Det omsorgsfulla hantverket gör varje produkt unik och innebär att små variationer kan förekomma. Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om ljuslyktan från OYOY</h2><br/>- Elegant design.<br/>- Tillverkad av munblåst glas.<br/>- Ljuslyktan finns i  olika färger.<br/>- Från serien Kojo.<br/><br/> <h2>Skötselråd för ljuslyktan</h2><br/>- Endast handdisk.<br/><br/><br/><br/></div>",Gul,https://media.royaldesign.se/1/oyoy-kojo-hurricane-9?quality=80&w=800,https://media.royaldesign.se/1/oyoy-kojo-hurricane-9?quality=80&w=800,"Produktinformation_Artikelnummer_337382,Produktinformation_Lev. artikelnummer_L300921,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Gul,Produktinformation_Material_Glas,Produktinformation_Diameter_11 cm,Produktinformation_Höjd_9 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Kojo Hurricane Ljuslykta, Gul från OYOY | NordicDetails.se",Köp Kojo Hurricane Ljuslykta från OYOY - alltid till rätt pris! ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris,https://royaldesign.se/kojo-hurricane-ljuslykta?p=337382
The World Matta Ø135cm,OYOY,Mattor,204687,1100502,540kr,900kr,The World Matta Ø135cm från OYOY är en stilren och tidlös matta med världskarta i lugna färger. Tillverkad i högkvalitativt material för att passa perfekt i ditt hem.,<div>För varje The World matta som säljs så skänker OYOY en summa till WWF för att hjälpa till att rädda de utrotningshotade isbjörnarna.</div>,,https://media.royaldesign.se/1/oyoy-the-world-matta-135cm-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-the-world-matta-135cm-0?quality=80&w=800,"Produktinformation_Artikelnummer_204687,Produktinformation_Lev. artikelnummer_1100502,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Grå, Beige,Produktinformation_Material_Bomull,Produktinformation_Storlek_Ø135,Produktinformation_Bredd_135 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,The World Matta Ø135cm från OYOY | NordicDetails.se,The World Matta Ø135cm från OYOY är en stilren och tidlös matta med världskarta i lugna färger. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris,https://royaldesign.se/the-world-matta-o135cm
"Inka Vas Liten, Off-white",OYOY,Dekoration,328078,L300428,375kr,750kr,"Inka vas från OYOY i handblåst glas med en elegant, enkel design med en dekorativ, lekfull boll på sidan.","<div>Vas från OYOY i handblåst glas med en elegant, enkel design med en dekorativ, lekfull boll på sidan.<br/><br/><h2>Om vasen från OYOY</h2><br>- Vasen finns i flera utföranden.</br></div>",,https://media.royaldesign.se/1/oyoy-inka-vase-large-offwhite-2?quality=80&w=800,https://media.royaldesign.se/1/oyoy-inka-vase-large-offwhite-2?quality=80&w=800,"Produktinformation_Artikelnummer_328078,Produktinformation_Lev. artikelnummer_L300428,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Off-White,Produktinformation_Material_Glas,Produktinformation_Storlek_Small,Produktinformation_Tillverkad i_Kina,Produktinformation_Vattentät_Ja,Produktinformation_Diameter_12.5 cm,Produktinformation_Höjd_20 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Inka Vas Liten, Off-white från OYOY | NordicDetails.se","Inka vas från OYOY i handblåst glas med en elegant, enkel design med en dekorativ, lekfull boll på sidan. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/inka-vas?p=328078
"Awa Kruka Terrakotta, Lång",OYOY,Trädgård,328033,L300483,630kr,900kr,"Awa kruka från OYOY i frostsäker terrakotta för utomhusbruk med en matt yta och ett naturligt, organiskt uttryck.","<div>Krukan från OYOY är tillverkad av frostsäker terrakotta för utomhusbruk med en matt yta och ett naturligt, organiskt uttryck. <br/><br/> <h2>Om krukan från OYOY</h2><br/>- Dräneringshål i botten.<br/>- Finns i flera utföranden.<br/>- Krukfat ingår inte.<br/>- Frostsäker ner till -20 °C.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-awa-pot-outdoor-long-terracotta-6?quality=80&w=800,https://media.royaldesign.se/1/oyoy-awa-pot-outdoor-long-terracotta-6?quality=80&w=800,"Produktinformation_Artikelnummer_328033,Produktinformation_Lev. artikelnummer_L300483,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Frostproof_-20 °C,Produktinformation_Färg_Terrakotta,Produktinformation_Lämplig för utomhusbruk_Ja,Produktinformation_Material_Terrakotta,Produktinformation_Storlek_Long,Produktinformation_Tillverkad i_Kina,Produktinformation_Bredd_18 cm,Produktinformation_Höjd_18 cm,Produktinformation_Längd_42 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Awa Kruka Terrakotta, Lång från OYOY | NordicDetails.se","Awa kruka från OYOY i frostsäker terrakotta för utomhusbruk med en matt yta och ett naturligt, organiskt uttryck. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/awa-kruka-terrakotta?p=328033
"Savi Ljusstake Mässing, Polerad",OYOY,Ljusstakar & Ljuslyktor,328080,L300426,260kr,650kr,"Savi ljusstake från OYOY i solid mässing med en elegant, stilren form som aldrig går ur tiden.","<div>Ljusstaken från OYOY är tillverkad av solid mässing med en elegant, stilren form som aldrig går ur tiden. <br/><br/> <h2>Om ljusstaken från OYOY</h2><br/>- Finns i flera utföranden.<br/>- Höjd: 30 mm.<br/>- Diameter: 46 mm.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-savi-solid-brass-candleholder-brass-1?quality=80&w=800,https://media.royaldesign.se/1/oyoy-savi-solid-brass-candleholder-brass-1?quality=80&w=800,"Produktinformation_Artikelnummer_328080,Produktinformation_Lev. artikelnummer_L300426,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Finish_Mässingsfinish,Produktinformation_Färg_Mässing,Produktinformation_Material_Mässing,Produktinformation_Tillverkad i_Indien,Produktinformation_Diameter_4.6 cm,Produktinformation_Höjd_3 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Savi Ljusstake Mässing, Polerad från OYOY | NordicDetails.se","Savi ljusstake från OYOY i solid mässing med en elegant, stilren form som aldrig går ur tiden. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris",https://royaldesign.se/savi-ljusstake-massing?p=328080
"Lina Matta 62x220 cm, Caramel",OYOY,Utomhustextilier,328085,L300475,768kr,1280kr,"Lina matta från OYOY i återvunnen polyester för både inomhus och utomhusbruk med ett enkelt, elegant uttryck med fransar på kortsidorna.","<div>Mattan från OYOY är tillverkad av återvunnen polyester för både inomhus och utomhusbruk med ett enkelt, elegant uttryck med fransar på kortsidorna. <br/><br/> <h2>Om mattan från OYOY</h2><br/>- Finns i flera färger.<br/>- Bredd: 620 mm.<br/>- Längd: 2200 mm.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-lina-recycled-runner-offwhite-2?quality=80&w=800,https://media.royaldesign.se/1/oyoy-lina-recycled-runner-offwhite-2?quality=80&w=800,"Produktinformation_Artikelnummer_328085,Produktinformation_Lev. artikelnummer_L300475,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Karamell,Produktinformation_Lämplig för utomhusbruk_Ja,Produktinformation_Material_Polyester,Produktinformation_Storlek_62x220,Produktinformation_Tillverkad i_Indien,Produktinformation_Bredd_62 cm,Produktinformation_Längd_220 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Lina Matta 62x220 cm, Caramel från OYOY | NordicDetails.se","Lina matta från OYOY i återvunnen polyester för både inomhus och utomhusbruk med ett enkelt, elegant uttryck med fransar på kortsidorna. ✓ Trygg leverans",https://royaldesign.se/lina-matta-62x220-cm?p=328085
"Putki Ullmatta 75x250 cm, Clay",OYOY,Mattor,328095,L300246,1125kr,2250kr,"Putki Rug Clay ullmatta från OYOY med ett elegant, enkelt uttryck perfekt för alla hem, oavsett stil och smak.","<div>Ullmattan från OYOY har ett elegant, enkelt uttryck perfekt för alla hem, oavsett stil och smak. Den är tillverkad av ull med fransar på långsidorna. <br/><br/> <h2>Om ullmattan från OYOY</h2><br/>- Gjord av ull.<br/>- Handgjord.<br/>- Finns i flera utföranden.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-putki-runner-offwhite-black-3?quality=80&w=800,,"Produktinformation_Artikelnummer_328095,Produktinformation_Lev. artikelnummer_L300246,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Clay,Produktinformation_Material_Ull,Produktinformation_Storlek_75x250,Produktinformation_Tillverkad i_Indien,Produktinformation_Bredd_75 cm,Produktinformation_Längd_250 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Putki Ullmatta 75x250 cm, Clay från OYOY | NordicDetails.se","Putki Rug Clay ullmatta från OYOY med ett elegant, enkelt uttryck perfekt för alla hem, oavsett stil och smak. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/putki-rug-clay-ullmatta?p=328095
"Hevali Juniorsäng, Natur",OYOY,Barnmöbler,328119,M107127,5390kr,7700kr,"Hevali juniorsäng från OYOY i bok med ett tidlöst, enkelt uttryck och hållbar design.","<div>Juniorsängen från OYOY är tillverkad av bok med ett tidlöst, enkelt uttryck och hållbar design. <br/><br/> <h2>Om juniorsängen från OYOY</h2><br/>- Finns i 2 olika finishar.<br/>- Tillverkad i Europa.<br/>- Längd: 1650 mm.<br/>- Bredd: 748 mm.<br/>- Höjd: 700 mm.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-hevali-night-day-bed-nature-1?quality=80&w=800,https://media.royaldesign.se/1/oyoy-hevali-night-day-bed-nature-1?quality=80&w=800,"Produktinformation_Artikelnummer_328119,Produktinformation_Lev. artikelnummer_M107127,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_ExtraLarge,Produktinformation_Färg_Natur,Produktinformation_Material_Bok,Produktinformation_Tillverkad i_Kroatien,Produktinformation_Bredd_74.8 cm,Produktinformation_Höjd_70 cm,Produktinformation_Längd_165 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Hevali Juniorsäng, Natur från OYOY | NordicDetails.se","Hevali juniorsäng från OYOY i bok med ett tidlöst, enkelt uttryck och hållbar design. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris",https://royaldesign.se/hevali-juniorsang?p=328119
"Denim Kudde, Hope Hedgehog",OYOY,Barntextilier,328153,M107105,420kr,600kr,"Denim kudde från OYOY i ekologisk bomull med denimkänsla och lekfulla, roliga djurmotiv perfekta för barnrummet.","<div>Kudden från OYOY är tillverkad av ekologisk bomull med denimkänsla och lekfulla, roliga djurmotiv perfekta för barnrummet. <br/><br/> <h2>Om kudden från OYOY</h2><br/>- Finns i flera utföranden.<br/>- Fyllning: Polyester.<br/><br/> <h2>Skötselråd för kudden</h2><br/>- Torktumla ej.<br/>- Använd ej blekmedel.<br/>- Handtvätt eller maskintvätt utan centrifugering, 30°C.<br/>- Strykes ej.<br/><br/><br/><br/></div>",Beige,https://media.royaldesign.se/1/oyoy-hope-hedgehog-denim-cushion-beige-1?quality=80&w=800,https://media.royaldesign.se/1/oyoy-hope-hedgehog-denim-cushion-beige-1?quality=80&w=800,"Produktinformation_Artikelnummer_328153,Produktinformation_Lev. artikelnummer_M107105,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Beige,Produktinformation_Material_Bomull,Produktinformation_Stoppning_Polyester,Produktinformation_Tillverkad i_Indien,Produktinformation_Tvättråd_Torktumlas ej, Använd ej blekmedel, Maskintvätt 30 ° C, utan centrifugering, Strykes ej,Produktinformation_Övriga material_Polyester,Produktinformation_Bredd_36 cm,Produktinformation_Djup_14 cm,Produktinformation_Höjd_40 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Denim Kudde, Hope Hedgehog från OYOY | NordicDetails.se","Denim kudde från OYOY i ekologisk bomull med denimkänsla och lekfulla, roliga djurmotiv perfekta för barnrummet. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/denim-kudde?p=328153
"Saga Bonbonniere Burk Med Lock High, Blå",OYOY,Skålar & Uppläggningsfat,337289,L300261,114kr,380kr,"Saga Bonbonniere burk från OYOY med en dekorativ, rundad form i stengods perfekt för snygg förvaring.","<div>Burken från OYOY har en dekorativ, rundad form i stengods perfekt för snygg förvaring.  Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om burken från OYOY</h2><br/>- Tillverkad av stengods.<br/>- Variationer i utseendet kan förekomma.<br/>- Kombinera burken med en andra produkt från OYOY.<br/>- Höjd: 125 mm.<br/>- Diameter: 155 mm.<br/><br/><br/></div>",Blå,https://media.royaldesign.se/1/oyoy-saga-bonbonniere-high-0?quality=80&w=800,,"Produktinformation_Artikelnummer_337289,Produktinformation_Lev. artikelnummer_L300261,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Blå,Produktinformation_Material_Stengods,Produktinformation_Diameter_9 cm,Produktinformation_Höjd_10.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Saga Bonbonniere Burk Med Lock High, Blå från OYOY | NordicDetails.se","Saga Bonbonniere burk från OYOY med en dekorativ, rundad form i stengods perfekt för snygg förvaring. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/saga-bonbonniere-burk-med-lock-high?p=337289
"Circus Lektält, Clay",OYOY,Barnrumsinredning,337404,M107410,900kr,,Circus lektält från OYOY med en rund design med fina detaljer och mjuka färger som harmoniskt smälter in i hemmet.,<div>Lektältet från OYOY har en rund design med fina detaljer och mjuka färger som harmoniskt smälter in i hemmet.  Perfekt för barnrummet.<br/><br/> <h2>Om lektältet från OYOY</h2><br/>- Höjd: 1240 mm.<br/>- Diameter: 1000 mm.<br/>- Material:  100% Polyester<br/><br/><br/></div>,,https://media.royaldesign.se/1/oyoy-circus-tent-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-circus-tent-0?quality=80&w=800,"Produktinformation_Artikelnummer_337404,Produktinformation_Lev. artikelnummer_M107410,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Clay,Produktinformation_Material_Polyester,Produktinformation_Diameter_100 cm,Produktinformation_Höjd_124 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Circus Lektält, Clay från OYOY | NordicDetails.se",Circus lektält från OYOY med en rund design med fina detaljer och mjuka färger som harmoniskt smälter in i hemmet. ✓ Trygg leverans ✓ Flexibel betalning,https://royaldesign.se/circus-lektalt-clay
"Toppu Kruka, Randig",OYOY,Dekoration,204431,1101033,980kr,,Toppu Kruka från OYOY är en stilren keramikkruka med randigt mönster. Perfekt för att addera en touch av elegans till ditt hem.,"<div>Krukan Toppu påminner om en bordslampa men istället för en ljuskälla som lyserupp omgivningen så gör Toppu det med vackra blommor, Toppu passar lika bra på bordet som i fönstret. Toppu är tillverkade för hand i 100% keramik.</div>",,https://media.royaldesign.se/1/oyoy-toppu-kruka-striped-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-toppu-kruka-striped-0?quality=80&w=800,"Produktinformation_Artikelnummer_204431,Produktinformation_Lev. artikelnummer_1101033,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Mix,Produktinformation_Diameter_15 cm,Produktinformation_Höjd_24 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Toppu Kruka, Randig från OYOY | NordicDetails.se",Toppu Kruka från OYOY är en stilren keramikkruka med randigt mönster. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris,https://royaldesign.se/toppu-kruka-randig
Strawberry & Cherry Snacksskål 2-pack,OYOY,Skålar & Uppläggningsfat,337378,M107407,200kr,,Snacksskål från OYOY med en dekorativ design med olika fruktmotiv perfekt för barn och för picknicken.,"<div>Snacksskålen från OYOY har en dekorativ design med olika fruktmotiv perfekt för barn och för picknicken.  Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om snacksskålen från OYOY</h2><br/>- Lekfull, praktisk design.<br/>- Enkel användning.<br/>- Tillverkad av silikon.<br/><br/> <h2>Skötselråd för snacksskålen</h2><br/>- Tål diskmaskin.<br/>- Tål mikrovågsugn.<br/>- Frystålig.<br/><br/><br/><br/></div>",Cherry Red,https://media.royaldesign.se/1/oyoy-strawberry-cherry-snack-bowl-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-strawberry-cherry-snack-bowl-0?quality=80&w=800,"Produktinformation_Artikelnummer_337378,Produktinformation_Lev. artikelnummer_M107407,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Cherry Red,Produktinformation_Material_Silikon,Produktinformation_Bredd_8 cm,Produktinformation_Höjd_4.5 cm,Produktinformation_Längd_12 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Strawberry & Cherry Snacksskål 2-pack från OYOY | NordicDetails.se,Snacksskål från OYOY med en dekorativ design med olika fruktmotiv perfekt för barn och för picknicken. ✓ Trygg leverans ✓ Flexibel betalning,https://royaldesign.se/snacksskal-2-pack?p=337378
"Mini Krok, Koala",OYOY,Förvaring & Hyllor,328170,M107045,260kr,,"Mini krok från OYOY i bok med ett lekfullt, roligt djurmotiv perfekt för barnrummet.","<div>Kroken från OYOY är tillverkad av bok med ett lekfullt, roligt djurmotiv perfekt för barnrummet. <br/><br/> <h2>Om kroken från OYOY</h2><br/>- Finns i flera utföranden.<br/><br/><br/></div>","Mini Krok, Koala",https://media.royaldesign.se/1/oyoy-mini-hook-koala-nature-5?quality=80&w=800,https://media.royaldesign.se/1/oyoy-mini-hook-koala-nature-5?quality=80&w=800,"Produktinformation_Artikelnummer_328170,Produktinformation_Lev. artikelnummer_M107045,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Natur,Produktinformation_Material_Bok,Produktinformation_Tillverkad i_Kina,Produktinformation_Bredd_6.5 cm,Produktinformation_Djup_6.5 cm,Produktinformation_Höjd_4.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Mini Krok, Koala från OYOY | NordicDetails.se","Mini krok från OYOY i bok med ett lekfullt, roligt djurmotiv perfekt för barnrummet. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris",https://royaldesign.se/mini-krok?p=328170
"Denim Kudde, Erik Elephant",OYOY,Barntextilier,328154,M107104,600kr,,"Denim kudde från OYOY i ekologisk bomull med denimkänsla och lekfulla, roliga djurmotiv perfekta för barnrummet.","<div>Kudden från OYOY är tillverkad av ekologisk bomull med denimkänsla och lekfulla, roliga djurmotiv perfekta för barnrummet. <br/><br/> <h2>Om kudden från OYOY</h2><br/>- Finns i flera utföranden.<br/>- Fyllning: Polyester.<br/><br/> <h2>Skötselråd för kudden</h2><br/>- Torktumla ej.<br/>- Använd ej blekmedel.<br/>- Handtvätt eller maskintvätt utan centrifugering, 30°C.<br/>- Strykes ej.<br/><br/><br/><br/></div>",Blå,https://media.royaldesign.se/1/oyoy-hope-hedgehog-denim-cushion-beige-2?quality=80&w=800,https://media.royaldesign.se/1/oyoy-hope-hedgehog-denim-cushion-beige-2?quality=80&w=800,"Produktinformation_Artikelnummer_328154,Produktinformation_Lev. artikelnummer_M107104,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Blå,Produktinformation_Material_Bomull,Produktinformation_Stoppning_Polyester,Produktinformation_Tillverkad i_Indien,Produktinformation_Tvättråd_Torktumlas ej, Använd ej blekmedel, Maskintvätt 30 ° C, utan centrifugering, Strykes ej,Produktinformation_Övriga material_Polyester,Produktinformation_Bredd_44 cm,Produktinformation_Djup_14 cm,Produktinformation_Höjd_32 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Denim Kudde, Erik Elephant från OYOY | NordicDetails.se","Denim kudde från OYOY i ekologisk bomull med denimkänsla och lekfulla, roliga djurmotiv perfekta för barnrummet. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/denim-kudde?p=328154
