Handle,Title,Body (HTML),Vendor,Product Category,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / Condition,Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Sweden,Status
Svanefors Dis Metervara Beige 160cm,Svanefors Dis Metervara Beige 160cm,"Upptäck vår metervara designad för utomhusbruk – ett klassiskt och slitstarkt tyg som står emot väder och vind. Med en bredd på 150 cm är detta beige tyg perfekt för alla dina utomhusprojekt. Dess ljusäkthet och väderbeständighet gör det till ett utmärkt val för altaner, trädgårdar och andra utomhusmiljöer. 

Vi är stolta över att erbjuda en produkt som är certifierad enligt STANDARD 100 by OEKO-TEX®, vilket innebär att den är testad och fri från skadliga ämnen för både hälsa och miljö. Observera att vi inte kan ta emot returer på specialbeställningar, inklusive gardintyg och metervaror, eftersom vi klipper tyget efter dina specifikationer. 

Ge ditt utomhusutrymme en stilren och hållbar touch med detta fantastiska tyg!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1114,304.0,shopify,15,continue,manual,479,479,TRUE,TRUE,7332623420556,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1549-00-012.jpg,1,Svanefors Dis Metervara Beige 160cm,FALSE,Svanefors Dis Metervara Beige 160cm | Nordic Details,Upptäck vårt slitstarka beige tyg för utomhusbruk! Väderbeständigt och certifierat OEKO-TEX® – perfekt för alla dina utomhusprojekt.,female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1549-00-012.jpg,g,se_vat_25,184,TRUE,active
Svanefors Dis Metervara Beige 160cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-00-012_1m.jpg,2,,,,,,,,,,,,,,
Svanefors Moln Metervara Beige 150cm,Svanefors Moln Metervara Beige 150cm,"Upptäck vår metervara designad för utomhusbruk – ett klassiskt och slitstarkt tyg som står emot väder och vind. Med en bredd på 150 cm är detta beige tyg perfekt för alla dina utomhusprojekt. Dess ljusäkthet och väderbeständighet gör det till ett utmärkt val för altaner, utemöbler eller andra utomhusmiljöer. 

Vi är stolta över att erbjuda en produkt som är certifierad enligt STANDARD 100 by OEKO-TEX®, vilket innebär att den är testad och fri från skadliga ämnen för både hälsa och miljö. Observera att vi inte kan ta emot returer på specialbeställningar, inklusive gardintyg och metervaror, eftersom vi klipper tyget efter din specifika längd.

Ge ditt utomhusutrymme en stilren och hållbar touch med detta fantastiska tyg!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1115,400.0,shopify,15,continue,manual,499,499,TRUE,TRUE,7332623420532,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1548-00-124.jpg,1,Svanefors Moln Metervara Beige 150cm,FALSE,Svanefors Moln Metervara Beige 150cm | Nordic Details,Upptäck vårt slitstarka beige tyg för utomhusbruk! Väderbeständigt och certifierat OEKO-TEX® – perfekt för altaner och utemöbler.,female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1548-00-124.jpg,g,se_vat_25,192,TRUE,active
Svanefors Dis Metervara Svart 160cm,Svanefors Dis Metervara Svart 160cm,"Upptäck vår metervara designad för utomhusbruk – ett klassiskt och slitstarkt tyg som står emot väder och vind. Med en bredd på 160 cm är detta svarta tyg perfekt för alla dina utomhusprojekt. Dess ljusäkthet och väderbeständighet gör det till ett utmärkt val för altaner, utemöbler eller andra utomhusmiljöer. 

Vi är stolta över att erbjuda en produkt som är certifierad enligt STANDARD 100 by OEKO-TEX®, vilket innebär att den är testad och fri från skadliga ämnen för både hälsa och miljö. Observera att vi inte kan ta emot returer på specialbeställningar, inklusive gardintyg och metervaror, eftersom vi klipper tyget efter dina specifikationer.

Ge ditt utomhusutrymme en stilren och hållbar touch med detta fantastiska tyg!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1116,304.0,shopify,35,continue,manual,479,479,TRUE,TRUE,7332623423953,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-00-009_1.jpg,1,Svanefors Dis Metervara Svart 160cm,FALSE,Svanefors Dis Metervara Svart 160cm | Nordic Details,"Upptäck vårt slitstarka utomhustyg i svart, 160 cm brett. Väderbeständigt och certifierat av OEKO-TEX® – perfekt för alla utomhusprojekt!",female,adult,new,svart,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-00-009_1.jpg,g,se_vat_25,184,TRUE,active
Svanefors Dis Metervara Marin 160cm,Svanefors Dis Metervara Marin 160cm,"Upptäck vår metervara för utomhusbruk – det perfekta valet för alla dina utomhusprojekt! Detta klassiska och slitstarka tyg är designat för att motstå väder och vind, vilket gör det idealiskt för altaner, utemöbler och mycket mer. Med en bredd på 160 cm och en vacker marinblå färg, ger det en stilren och tidlös känsla till din utomhusmiljö.

Vår metervara är certifierad enligt STANDARD 100 by OEKO-TEX®, vilket innebär att den är noggrant testad och fri från skadliga ämnen, både för din hälsa och för miljön. Observera att vi inte kan ta emot returer på specialbeställningar, inklusive gardintyg och metervaror, eftersom vi klipper tyget efter din specifika längd.

Ge ditt utomhusutrymme en uppgradering med detta hållbara och eleganta tyg!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1117,304.0,shopify,35,continue,manual,479,479,TRUE,TRUE,7332623423939,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-00-888_1.jpg,1,Svanefors Dis Metervara Marin 160cm,FALSE,Svanefors Dis Metervara Marin 160cm | Nordic Details,"Upptäck vår slitstarka metervara för utomhusbruk i marinblått. Perfekt för altaner och utemöbler, certifierad och miljövänlig!",female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-00-888_1.jpg,g,se_vat_25,184,TRUE,active
Svanefors Kuling Metervara Beige 140cm,Svanefors Kuling Metervara Beige 140cm,"Upptäck vår metervara för utomhusbruk – en perfekt kombination av stil och hållbarhet! Detta klassiska tyg är designat för att motstå väder och vind, vilket gör det idealiskt för alla dina utomhusprojekt. Med en bredd på 140 cm ger det dig frihet att skapa det du önskar. Observera att vi inte kan ta emot returer på specialbeställningar, inklusive gardintyg och metervaror, eftersom vi klipper tyget efter din specifika längd. Ge ditt utomhusutrymme en fräsch och inbjudande känsla med detta slitstarka och ljusäkta tyg!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1118,428.0,shopify,15,continue,manual,599,599,TRUE,TRUE,7332623424875,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1633-00-124_1.jpg,1,Svanefors Kuling Metervara Beige 140cm,FALSE,Svanefors Kuling Metervara Beige 140cm | Nordic Details,"Upptäck vårt slitstarka utomhustyg! Perfekt för alla projekt, 140 cm brett och designat för att motstå väder. Skapa din drömoutdoor!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1633-00-124_1.jpg,g,se_vat_25,230,TRUE,active
Svanefors Bris Metervara Beige 150cm,Svanefors Bris Metervara Beige 150cm,"Upptäck vår metervara för utomhusbruk – en perfekt kombination av stil och hållbarhet! Detta klassiska tyg är designat för att motstå väder och vind, vilket gör det idealiskt för alla utomhusmiljöer. Med en bredd på 150 cm och en vacker beige nyans, ger det en tidlös elegans till dina projekt. 

Vår metervara är certifierad enligt STANDARD 100 by OEKO-TEX®, vilket innebär att den är noggrant testad och fri från skadliga ämnen, både för din hälsa och miljön. Observera att vi inte kan ta emot returer på specialbeställningar, inklusive gardintyg och metervaror, eftersom vi klipper tyget efter dina specifikationer. 

Ge ditt utomhusutrymme en fräsch och trygg känsla med detta fantastiska tyg!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1119,420.0,shopify,15,continue,manual,499,499,TRUE,TRUE,7332623420518,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1547-00-124.jpg,1,Svanefors Bris Metervara Beige 150cm,FALSE,Svanefors Bris Metervara Beige 150cm | Nordic Details,"Upptäck vår hållbara metervara för utomhusbruk! Vackert beige tyg, 150 cm brett, certifierat och perfekt för alla utomhusprojekt.",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1547-00-124.jpg,g,se_vat_25,192,TRUE,active
Svanefors Sabina CTC Metervara Lin 145cm,Svanefors Sabina CTC Metervara Lin 145cm,"Upptäck vår metervara i en stilren bomull/linneblandning med en belagd yta som kombinerar elegans med funktionalitet. Tyget har en naturlig struktur och en rustik känsla, perfekt för att skapa en hemtrevlig atmosfär. Den smarta akrylatbehandlingen gör det enkelt att torka av, vilket gör det till ett utmärkt val för kök och uterum. Med en bredd på 145 cm är detta tyg både praktiskt och vackert. Observera att vi tyvärr inte kan ta emot returer på specialbeställningar som gardintyg och metervaror, då vi klipper tyget efter dina önskemål. Ge ditt hem en stilfull touch med detta lättskötta tyg!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1120,300.0,shopify,25,continue,manual,549,549,TRUE,TRUE,7332623421898,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1566-88-021.jpg,1,Svanefors Sabina CTC Metervara Lin 145cm,FALSE,Svanefors Sabina CTC Metervara Lin 145cm | Nordic Details,"Upptäck vår eleganta bomull/linneblandning med belagd yta. Perfekt för kök och uterum, lätt att torka av och ger en hemtrevlig känsla!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1566-88-021.jpg,g,se_vat_25,211,TRUE,active
Svanefors Sabina CTC Metervara Lin 145cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1566-88-021_2m.jpg,2,,,,,,,,,,,,,,
Svanefors Julie CTC Metervara Lin/Vit 140cm,Svanefors Julie CTC Metervara Lin/Vit 140cm,"Upptäck vår metervara i linnetyg med en elegant belagd yta som kombinerar stil och funktionalitet. Med sin naturliga struktur och rustika känsla ger detta tyg en tidlös charm, samtidigt som akrylatbehandlingen gör det lätt att torka av. Perfekt för kök och uterum, erbjuder det en praktisk lösning utan PVC, vilket gör det till ett smart val för ditt hem. Tyget har en bredd på 140 cm och är enkelt att anpassa efter dina behov. Observera att vi tyvärr inte kan ta emot returer på specialbeställningar som gardintyg och metervaror, då vi klipper tyget efter din önskade längd. Ge ditt hem en fräsch och stilren känsla med detta mångsidiga tyg!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1121,300.0,shopify,10,continue,manual,699,699,TRUE,TRUE,7332623418553,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/2303-88-121/1668690163429/2303-00-121.jpg,1,Svanefors Julie CTC Metervara Lin/Vit 140cm,FALSE,Svanefors Julie CTC Metervara Lin/Vit 140cm | Nordic Details,"Upptäck vårt eleganta linnetyg med belagd yta. Perfekt för kök och uterum, lätt att torka av och utan PVC. Ge ditt hem en tidlös charm!",female,adult,new,ingen färg hittad,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/2303-88-121/1668690163429/2303-00-121.jpg,g,se_vat_25,269,TRUE,active
Svanefors Julie CTC Metervara Lin/Vit 140cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/images/no-image.jpg,2,,,,,,,,,,,,,,
Svanefors Moln Metervara Grå 150cm,Svanefors Moln Metervara Grå 150cm,"Upptäck vår metervara, perfekt för utomhusbruk! Detta klassiska och slitstarka tyg är designat för att motstå väder och vind, vilket gör det idealiskt för alla dina utomhusprojekt. Med en bredd på 150 cm erbjuder det gott om möjligheter för kreativitet. 

Dessutom är tyget certifierat enligt STANDARD 100 by OEKO-TEX®, vilket innebär att det är testat och fritt från skadliga ämnen, både för din hälsa och miljön. Observera att vi inte kan ta emot returer på specialbeställningar som gardintyg och metervaror, eftersom vi klipper tyget efter dina specifikationer. 

Ge dina utomhusmiljöer en stilren och hållbar touch med detta fantastiska tyg!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1122,400.0,shopify,35,continue,manual,499,499,TRUE,TRUE,7332623423977,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1548-00-010_1.jpg,1,Svanefors Moln Metervara Grå 150cm,FALSE,Svanefors Moln Metervara Grå 150cm | Nordic Details,"Upptäck vårt slitstarka utomhustyg, 150 cm brett och OEKO-TEX® certifierat. Perfekt för alla dina kreativa projekt!",female,adult,new,grå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1548-00-010_1.jpg,g,se_vat_25,192,TRUE,active
Svanefors Stiltje Metervara Beige 140cm,Svanefors Stiltje Metervara Beige 140cm,"Upptäck vår metervara, perfekt för utomhusbruk! Detta klassiska och slitstarka tyg är designat för att motstå väder och vind, vilket gör det till ett utmärkt val för alla utomhusmiljöer. Med en bredd på 140 cm erbjuder det flexibilitet för olika projekt. Observera att vi tyvärr inte kan ta emot returer på specialbeställningar, inklusive gardintyg och metervaror, eftersom vi klipper tyget efter din specifika längd. Ge ditt utomhusutrymme en stilren och hållbar touch med detta fantastiska tyg!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1123,428.0,shopify,15,continue,manual,599,599,TRUE,TRUE,7332623423991,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1621-00-124_1.jpg,1,Svanefors Stiltje Metervara Beige 140cm,FALSE,Svanefors Stiltje Metervara Beige 140cm | Nordic Details,"Upptäck vårt slitstarka utomhustyg! Perfekt för alla projekt, 140 cm brett och väderbeständigt. Ge ditt utrymme en stilren touch!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1621-00-124_1.jpg,g,se_vat_25,230,TRUE,active
Svanefors Ralph Matta Sand 170x240cm,Svanefors Ralph Matta Sand 170x240cm,"Upptäck vår slitstarka och stiliga matta med ett subtilt ton-i-ton rutmönster. Den vändbara designen ger dig flexibilitet, medan den tillverkad av återvunnen PET gör den både lättskött och smutsavvisande. Perfekt för både inomhus- och utomhusbruk, torkar den snabbt och är enkel att rengöra – bara torka av den vid behov. Om den blir blöt av regn, häng gärna upp den för att torka. Med måtten 170x240 cm är denna matta ett prisvärt val som inte kompromissar med kvaliteten. Ge ditt hem eller uteplats en fräsch och modern känsla!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1124,5900.0,shopify,1,continue,manual,4999,4999,TRUE,TRUE,7332623421379,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1563-67-122_1.jpg,1,Svanefors Ralph Matta Sand 170x240cm,FALSE,Svanefors Ralph Matta Sand 170x240cm | Nordic Details,"Upptäck vår slitstarka, vändbara matta i återvunnen PET. Perfekt för inomhus- och utomhusbruk, lättskött och stilren. Mått: 170x240 cm.",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1563-67-122_1.jpg,g,se_vat_25,1923,TRUE,active
Svanefors Ralph Matta Sand 170x240cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1563-67-122.jpg,2,,,,,,,,,,,,,,
Svanefors Ralph Matta Sand 170x240cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1563-67-122_1m.jpg,3,,,,,,,,,,,,,,
Svanefors Ralph Matta Sand 170x240cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1563-67-122_2m.jpg,4,,,,,,,,,,,,,,
Svanefors Ralph Matta Sand 200x300cm,Svanefors Ralph Matta Sand 200x300cm,"Upptäck vår slitstarka och stiliga matta med ett subtilt ton-i-ton rutmönster. Den vändbara designen ger dig flexibilitet, medan den tillverkad av återvunnen PET gör den både lättskött och smutsavvisande. Perfekt för både inomhus- och utomhusbruk, torkar den snabbt och är enkel att rengöra – bara torka av vid behov. Om den blir blöt av regn, häng gärna upp den för att torka. Med måtten 200x300 cm är denna matta ett prisvärt val som inte kompromissar med kvaliteten. Ge ditt hem eller uteplats en fräsch och modern känsla!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1125,14200.0,shopify,1,continue,manual,6999,6999,TRUE,TRUE,7332623421386,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1563-68-122_1.jpg,1,Svanefors Ralph Matta Sand 200x300cm,FALSE,Svanefors Ralph Matta Sand 200x300cm | Nordic Details,"Upptäck vår slitstarka, vändbara matta i återvunnen PET. Perfekt för inomhus- och utomhusbruk, lättskött och stilren. Mått: 200x300 cm.",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1563-68-122_1.jpg,g,se_vat_25,2692,TRUE,active
Svanefors Ralph Matta Sand 200x300cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1563-68-122.jpg,2,,,,,,,,,,,,,,
Svanefors Ralph Matta Sand 200x300cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1563-68-122_1m.jpg,3,,,,,,,,,,,,,,
Svanefors Ralph Matta Sand 200x300cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1563-68-122_2m.jpg,4,,,,,,,,,,,,,,
Svanefors Stine Grytlapp Röd 22x22cm,Svanefors Stine Grytlapp Röd 22x22cm,"Upptäck vår stiliga grytlapp i bomullsväv, prydd med en elegant brodyr runt kanterna. Med sina mått på 22x22 cm och en praktisk ögla för upphängning, är den både funktionell och dekorativ i ditt kök. Dessutom är produkten certifierad enligt STANDARD 100 by OEKO-TEX®, vilket innebär att den är noggrant testad och fri från skadliga ämnen för både din hälsa och miljön. Ge ditt kök en touch av stil och trygghet med denna grytlapp!",Svanefors,Home & Garden > Kitchen & Dining,TRUE,Title,Default Title,SVA-KÖK-036,50.0,shopify,156,continue,manual,79,79,TRUE,TRUE,7332623422772,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/pim-item/batch/1599-42-004_1.jpg,1,Svanefors Stine Grytlapp Röd 22x22cm,FALSE,Svanefors Stine Grytlapp Röd 22x22cm | Nordic Details,Stilren grytlapp i bomull med elegant brodyr. Certifierad OEKO-TEX® för säkerhet. Perfekt för att ge ditt kök både funktion och stil!,female,adult,new,röd,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/pim-item/batch/1599-42-004_1.jpg,g,se_vat_25,30,TRUE,active
Svanefors A&E Bricka Röd 38cm,Svanefors A&E Bricka Röd 38cm,"Upptäck vår stiliga och hållbara rund bricka, tillverkad i Sverige av FSC-certifierat björkfaner. Denna 38 cm stora bricka är perfekt för servering av mat och dryck, och dess vackra röda finish med fototryck ger en livfull touch till ditt hem. Med en ansvarsfull produktion kan du njuta av både funktion och design, samtidigt som du bidrar till en hållbar framtid. Enkel att rengöra – torka bara av med en fuktig trasa. Gör varje måltid till en fest med denna eleganta bricka!",Svanefors,Home & Garden > Kitchen & Dining > Tableware,TRUE,Title,Default Title,SVA-DUK-117,350.0,shopify,48,continue,manual,449,449,TRUE,TRUE,7332623414463,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-61-004.jpg,1,Svanefors A&E Bricka Röd 38cm,FALSE,Svanefors A&E Bricka Röd 38cm | Nordic Details,Upptäck vår hållbara rund bricka i FSC-certifierat björkfaner. Perfekt för servering med vacker röd finish. Enkel att rengöra och stilren!,female,adult,new,röd,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-61-004.jpg,g,se_vat_25,173,TRUE,active
Svanefors A&E Bricka Röd 38cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-61-004_2.jpg,2,,,,,,,,,,,,,,
Svanefors Aran Bricka Beige 38cm,Svanefors Aran Bricka Beige 38cm,"Upptäck vår stiliga rund bricka i beige, tillverkad med omsorg i Sverige. Den är FSC-certifierad, vilket garanterar att träet kommer från hållbart skötta skogar. Perfekt för servering av mat, denna 38 cm stora bricka kombinerar funktionalitet med en elegant design. Låt den bli en vacker del av ditt hem och njut av både stil och ansvarstagande! Torka enkelt av med en fuktig trasa för att hålla den fräsch.",Svanefors,Home & Garden > Kitchen & Dining > Tableware,TRUE,Title,Default Title,SVA-DUK-118,350.0,shopify,48,continue,manual,449,449,TRUE,TRUE,7332623417686,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1351-61-021.jpg,1,Svanefors Aran Bricka Beige 38cm,FALSE,Svanefors Aran Bricka Beige 38cm | Nordic Details,"Upptäck vår stiliga beige rund bricka, FSC-certifierad och 38 cm stor. Perfekt för servering och hållbar design. En vacker detalj i ditt hem!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1351-61-021.jpg,g,se_vat_25,173,TRUE,active
Svanefors Aran Bricka Beige 38cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1351-61-021_3m.jpg,2,,,,,,,,,,,,,,
Svanefors Aran Bricka Beige 38cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1351-61-021_8.jpg,3,,,,,,,,,,,,,,
Svanefors José Bricka Blå 38cm,Svanefors José Bricka Blå 38cm,"Upptäck vår stiliga rund bricka i en vacker blå nyans, tillverkad i Sverige av hållbart björkfaner. Den är FSC-certifierad, vilket garanterar att träet kommer från ansvarsfullt skötta skogar. Med en diameter på 38 cm är den perfekt för att servera mat eller som en dekorativ detalj i hemmet. Enkel att rengöra – torka bara av med en fuktig trasa. Ge ditt hem en touch av skandinavisk design med denna eleganta bricka!",Svanefors,Home & Garden > Kitchen & Dining > Tableware,TRUE,Title,Default Title,SVA-DUK-119,350.0,shopify,48,continue,manual,449,449,TRUE,TRUE,7332623417655,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1969-61-008.jpg,1,Svanefors José Bricka Blå 38cm,FALSE,Svanefors José Bricka Blå 38cm | Nordic Details,Upptäck vår stiliga blå rund bricka i FSC-certifierat björkfaner. Perfekt för servering eller dekoration. Enkel att rengöra och hållbar!,female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1969-61-008.jpg,g,se_vat_25,173,TRUE,active
Svanefors José Bricka Blå 38cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1969-61-008_9.jpg,2,,,,,,,,,,,,,,
Svanefors José Bricka Svart 38cm,Svanefors José Bricka Svart 38cm,"Upptäck vår stiliga rund bricka, perfekt för både servering och dekoration. Tillverkad i Sverige av FSC-certifierat björkfaner, vilket garanterar att träet kommer från hållbart skötta skogar. Med en diameter på 38 cm är den idealisk för att framhäva dina favoriträtter. Dess eleganta svarta finish och fototrycksmönster ger en modern touch till ditt hem. Enkel att rengöra – torka bara av med en fuktig trasa. Gör varje måltid till en fest med denna vackra bricka!",Svanefors,Home & Garden > Kitchen & Dining > Tableware,TRUE,Title,Default Title,SVA-DUK-120,350.0,shopify,48,continue,manual,449,449,TRUE,TRUE,7332623417662,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1969-61-009.jpg,1,Svanefors José Bricka Svart 38cm,FALSE,Svanefors José Bricka Svart 38cm | Nordic Details,"Upptäck vår stiliga rund bricka i FSC-certifierat björkfaner. Perfekt för servering och dekoration. Elegant design, lätt att rengöra!",female,adult,new,svart,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1969-61-009.jpg,g,se_vat_25,173,TRUE,active
Svanefors José Bricka Svart 38cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1969-61-009_7.jpg,2,,,,,,,,,,,,,,
Svanefors José Bricka Svart 38cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1969-61-009_9.jpg,3,,,,,,,,,,,,,,
Svanefors Äng Metervara Blå 140cm,Svanefors Äng Metervara Blå 140cm,"Upptäck vår vackra metervara med ett stiligt botaniskt mönster i en härlig blå nyans. Perfekt för att skapa eleganta gardiner, duka upp med stil eller sy mysiga kuddfodral. Med en bredd på 140 cm och en slitstyrka på Martindale 10.000, är detta tyg både vackert och hållbart. Observera att tyget kan krympa något (2-3%) och att vi tyvärr inte kan ta emot returer på specialbeställningar. Ge ditt hem en personlig touch med denna fantastiska metervara!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-1126,266.0,shopify,25,continue,manual,399,399,TRUE,TRUE,7332623423823,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/uploads/1618-00-008/1618-00-008_1.jpg,1,Svanefors Äng Metervara Blå 140cm,FALSE,Svanefors Äng Metervara Blå 140cm | Nordic Details,"Upptäck vår eleganta metervara med botaniskt mönster i blått. Perfekt för gardiner, dukar och kuddfodral. Hållbart och stilrent!",female,adult,new,rosa,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/uploads/1618-00-008/1618-00-008_1.jpg,g,se_vat_25,153,TRUE,active
Svanefors Äng Metervara Blå 140cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/uploads/1618-00-008/1618-00-008_2.jpg,2,,,,,,,,,,,,,,
