SUPPLIER PRODUCT NUMBER,SUPPLIER PRODUCT NAME,SUPPLIER EAN CODE ,PACKAGING UNIT,RETAIL PRICE (MSRP),PURCHASE PRICE (EXCL. VAT),BRAND,CATEGORY,MATERIAL,COLOR,COUNTRY OF ORIGIN,PRODUCT DESCRIPTION,MICROWAVE SAFE,CLEANING/WASHING INSTRUCTIONS,DISHWASHER SAFE,HANDMADE,DIAMETER (CM),WIDTH (CM) ,HEIGHT (CM),LENGHT (CM),CAPACITY (ML),NET PRODUCT WEIGHT (GRAMS),PACKAGE DIMENSIONS: LENGTH (CM),PACKAGE DIMENSIONS: HEIGHT (CM),PACKAGE DIMENSIONS: WIDTH (CM),GROSS WEIGHT INCL. PACKAGE (GRAMS)
580-12,Squeeze tumbler Citron,5740009207301,6 pcs / 1 box,"€32,25","€12,90",Anna von Lipa,Tumblers, Glass,Citron,Czech Republic,"The charming, organic shape of this tumbler is obtained by squeezing the burning hot crystal with cloth, ensuring that two pieces are never alike. Due to its soft shape, it fits perfectly in the hand, making it as practical as it is charming.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
580-14,Squeeze tumbler Light blue,5740009207318,6 pcs / 1 box,"€32,25","€12,90",Anna von Lipa,Tumblers, Glass,Light blue,Czech Republic,"The charming, organic shape of this tumbler is obtained by squeezing the burning hot crystal with cloth, ensuring that two pieces are never alike. Due to its soft shape, it fits perfectly in the hand, making it as practical as it is charming.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
580-21,Squeeze tumbler Light green,5740009207325,6 pcs / 1 box,"€32,25","€12,90",Anna von Lipa,Tumblers, Glass,Light green,Czech Republic,"The charming, organic shape of this tumbler is obtained by squeezing the burning hot crystal with cloth, ensuring that two pieces are never alike. Due to its soft shape, it fits perfectly in the hand, making it as practical as it is charming.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
580-41,Squeeze tumbler Lilla alex,5740009207349,6 pcs / 1 box,"€32,25","€12,90",Anna von Lipa,Tumblers, Glass,Lilla alex,Czech Republic,"The charming, organic shape of this tumbler is obtained by squeezing the burning hot crystal with cloth, ensuring that two pieces are never alike. Due to its soft shape, it fits perfectly in the hand, making it as practical as it is charming.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
580-50,Squeeze tumbler Rosa,5740009207363,6 pcs / 1 box,"€32,25","€12,90",Anna von Lipa,Tumblers, Glass,Rosa,Czech Republic,"The charming, organic shape of this tumbler is obtained by squeezing the burning hot crystal with cloth, ensuring that two pieces are never alike. Due to its soft shape, it fits perfectly in the hand, making it as practical as it is charming.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
583-117,Meadows Tumbler Arctic,8595711804167,6 pcs / 1 box,"€37,50","€15,00",Anna von Lipa,Tumblers, Glass,Arctic,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
583-118,Meadows Tumbler Midnight,8595711804204,6 pcs / 1 box,"€37,50","€15,00",Anna von Lipa,Tumblers, Glass,Midnight,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
583-120,Meadows Tumbler Cherry Blossom,8595711803528,6 pcs / 1 box,"€37,50","€15,00",Anna von Lipa,Tumblers, Glass,Cherry Blossom,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
583-121,Meadows Tumbler Spring,8595711803535,6 pcs / 1 box,"€37,50","€15,00",Anna von Lipa,Tumblers, Glass,Spring,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
583-122,Meadows Tumbler Viva Magenta,8595711803542,6 pcs / 1 box,"€37,50","€15,00",Anna von Lipa,Tumblers, Glass,Viva Magenta,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
583-123,Meadows Tumbler East Coast,8595711803559,6 pcs / 1 box,"€37,50","€15,00",Anna von Lipa,Tumblers, Glass,East Coast,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
591-1,Luna Spiral tumbler Low Amber,8595711801210,6 pcs / 1 box,"€26,25","€10,50",Anna von Lipa,Tumblers, Glass,Amber,Czech Republic,"Meet our cascade style tumbler, comes in three variants - low, middle and high. Tumbler can be used for day drinking or for decoration purposes such as candle holder for tea light .",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
591-10,Luna Spiral tumbler Low Crystal,8595711804051,6 pcs / 1 box,"€26,25","€10,50",Anna von Lipa,Tumblers, Glass,Crystal,Czech Republic,"Meet our cascade style tumbler, comes in three variants - low, middle and high. Tumbler can be used for day drinking or for decoration purposes such as candle holder for tea light .",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
591-50,Luna Spiral tumbler Low Rosa,8595711802040,6 pcs / 1 box,"€26,25","€10,50",Anna von Lipa,Tumblers, Glass,Rosa,Czech Republic,"Meet our cascade style tumbler, comes in three variants - low, middle and high. Tumbler can be used for day drinking or for decoration purposes such as candle holder for tea light .",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
592-1,Luna Spiral tumbler Middle Amber,8595711801227,6 pcs / 1 box,"€26,25","€10,50",Anna von Lipa,Tumblers, Glass,Amber,Czech Republic,"Meet our cascade style tumbler, comes in three variants - low, middle and high. Tumbler can be used for day drinking or for decoration purposes such as candle holder for tea light .",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
592-10,Luna Spiral tumbler Middle Crystal,8595711804068,6 pcs / 1 box,"€26,25","€10,50",Anna von Lipa,Tumblers, Glass,Crystal,Czech Republic,"Meet our cascade style tumbler, comes in three variants - low, middle and high. Tumbler can be used for day drinking or for decoration purposes such as candle holder for tea light .",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
592-50,Luna Spiral tumbler Middle Rosa,8595711802033,6 pcs / 1 box,"€26,25","€10,50",Anna von Lipa,Tumblers, Glass,Rosa,Czech Republic,"Meet our cascade style tumbler, comes in three variants - low, middle and high. Tumbler can be used for day drinking or for decoration purposes such as candle holder for tea light .",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
593-1,Luna Spiral tumbler High Amber,8595711802019,6 pcs / 1 box,"€26,25","€10,50",Anna von Lipa,Tumblers, Glass,Amber,Czech Republic,"Meet our cascade style tumbler, comes in three variants - low, middle and high. Tumbler can be used for day drinking or for decoration purposes such as candle holder for tea light .",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
593-10,Luna Spiral tumbler High Crystal,8595711804075,6 pcs / 1 box,"€26,25","€10,50",Anna von Lipa,Tumblers, Glass,Crystal,Czech Republic,"Meet our cascade style tumbler, comes in three variants - low, middle and high. Tumbler can be used for day drinking or for decoration purposes such as candle holder for tea light .",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
593-50,Luna Spiral tumbler High Rosa,8595711802026,6 pcs / 1 box,"€26,25","€10,50",Anna von Lipa,Tumblers, Glass,Rosa,Czech Republic,"Meet our cascade style tumbler, comes in three variants - low, middle and high. Tumbler can be used for day drinking or for decoration purposes such as candle holder for tea light .",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
602-50,Limoux Champagne Saucer Rosa,5740009207479,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"Playful with its elegant swirling structures, this Limoux champagne saucer is inspired by Anna von Lipa founder, Jytte Correll. It was inspired by the aesthetics of the French roaring twenties, made visible by the playfulness of the design.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,10,,16,No Length,220,200,"15,3","21,3","10,8",400
603-50,Limoux White wine Rosa,5740009207493,2 pcs / 1 box,"€42,25","€16,90",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"The Limoux white wine glass comes in the colours rosa and smoke, embracing and aesthetically playing with contrasts. The soft swirling patterns that are blown into the crystal, gives it a softness and a uniqueness found nowhere else. It is mouth-blown, handmade and designed by the founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,3",,"20,5",No Length,210,200,"17,5","23,5","8,8",100
604-50,Limoux Red Wine Rosa,5740009207516,2 pcs / 1 box,"€48,75","€19,50",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"The Limoux red wine glass comes in rosa and smoke, embracing and aesthetically playing with contrasts – a contrast that is even more beautiful combined with the rich colour of the right red wine. It is patterned with elegant swirling structures, that makes it much more than your average red wine glass.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,10,,"22,5",No Length,490,200,"19,5",25,"11,5",100
620-7,Lyon White wine Blue smoke,5740009207523,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Blue smoke,Czech Republic,"Mellow and mature, this white wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,23,No Length,380,170,"17,6","23,5",9,340
620-10,Lyon White wine Crystal,5740009210158,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Crystal,Czech Republic,"Mellow and mature, this white wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,23,No Length,380,170,"17,6","23,5",9,340
620-12,Lyon White wine Citron,5740009207530,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Citron,Czech Republic,"Mellow and mature, this white wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,23,No Length,380,170,"17,6","23,5",9,340
620-15,Lyon White wine Turquoise,5740009207547,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Turquoise,Czech Republic,"Mellow and mature, this white wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,23,No Length,380,170,"17,6","23,5",9,340
620-30,Lyon White wine New brown,5740009207561,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,New brown,Czech Republic,"Mellow and mature, this white wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,23,No Length,380,170,"17,6","23,5",9,340
620-32,Lyon White wine Olivegreen,5740009207578,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Olivegreen,Czech Republic,"Mellow and mature, this white wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,23,No Length,380,170,"17,6","23,5",9,340
620-40,Lyon White wine Lilla,5740009207592,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Lilla,Czech Republic,"Mellow and mature, this white wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,23,No Length,380,170,"17,6","23,5",9,340
620-50,Lyon White wine Rosa,5740009207608,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"Mellow and mature, this white wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,23,No Length,380,170,"17,6","23,5",9,340
621-7,Lyon Red wine Blue smoke,5740009207615,2 pcs / 1 box,"€50,75","€20,30",Anna von Lipa,Wine glasses, Glass,Blue smoke,Czech Republic,"Mellow and mature, this red wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,24,No Length,580,200,"22,7",24,"11,4",400
621-10,Lyon Red wine Crystal,5740009210165,2 pcs / 1 box,"€50,75","€20,30",Anna von Lipa,Wine glasses, Glass,Crystal,Czech Republic,"Mellow and mature, this red wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,24,No Length,580,200,"22,7",24,"11,4",400
621-12,Lyon Red wine Citron,5740009207622,2 pcs / 1 box,"€50,75","€20,30",Anna von Lipa,Wine glasses, Glass,Citron,Czech Republic,"Mellow and mature, this red wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,24,No Length,580,200,"22,7",24,"11,4",400
621-15,Lyon Red wine Turquoise,5740009207639,2 pcs / 1 box,"€50,75","€20,30",Anna von Lipa,Wine glasses, Glass,Turquoise,Czech Republic,"Mellow and mature, this red wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,24,No Length,580,200,"22,7",24,"11,4",400
621-30,Lyon Red wine New Brown,5740009207653,2 pcs / 1 box,"€50,75","€20,30",Anna von Lipa,Wine glasses, Glass,New brown,Czech Republic,"Mellow and mature, this red wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,24,No Length,580,200,"22,7",24,"11,4",400
621-32,Lyon Red wine Olivegreen,5740009207660,2 pcs / 1 box,"€50,75","€20,30",Anna von Lipa,Wine glasses, Glass,Olivegreen,Czech Republic,"Mellow and mature, this red wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,24,No Length,580,200,"22,7",24,"11,4",400
621-40,Lyon Red wine Lilla,5740009207677,2 pcs / 1 box,"€50,75","€20,30",Anna von Lipa,Wine glasses, Glass,Lilla,Czech Republic,"Mellow and mature, this red wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,24,No Length,580,200,"22,7",24,"11,4",400
621-50,Lyon Red wine Rosa,5740009207684,2 pcs / 1 box,"€50,75","€20,30",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"Mellow and mature, this red wine glass is bold in its simplistic grandeur. The rippled design adds texture to the simplicity, and it comes in an array of showstopping colours.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,24,No Length,580,200,"22,7",24,"11,4",400
622-7,Lyon Champagne Saucer Blue smoke,5740009207691,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Blue smoke,Czech Republic,"The Lyon Champagne Saucer has a soft and inviting design that is contrasted by its bold colours and simplistic, rippled patterning. Handmade and designed by founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"11,5",,16,No Length,280,200,"22,7",24,"11,4",400
622-10,Lyon Champagne Saucer Crystal,5740009210172,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Crystal,Czech Republic,"The Lyon Champagne Saucer has a soft and inviting design that is contrasted by its bold colours and simplistic, rippled patterning. Handmade and designed by founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"11,5",,16,No Length,280,170,22,"10,7",16,400
622-12,Lyon Champagne Saucer Citron,5740009207707,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Citron,Czech Republic,"The Lyon Champagne Saucer has a soft and inviting design that is contrasted by its bold colours and simplistic, rippled patterning. Handmade and designed by founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"11,5",,16,No Length,280,170,22,"10,7",16,400
622-15,Lyon Champagne Saucer Turquoise,5740009207714,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Turquoise,Czech Republic,"The Lyon Champagne Saucer has a soft and inviting design that is contrasted by its bold colours and simplistic, rippled patterning. Handmade and designed by founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"11,5",,16,No Length,280,170,22,"10,7",16,400
622-30,Lyon Champagne Saucer New Brown,5740009207738,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,New brown,Czech Republic,"The Lyon Champagne Saucer has a soft and inviting design that is contrasted by its bold colours and simplistic, rippled patterning. Handmade and designed by founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"11,5",,16,No Length,280,170,22,"10,7",16,400
622-32,Lyon Champagne Saucer Olivegreen,5740009207745,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Olivegreen,Czech Republic,"The Lyon Champagne Saucer has a soft and inviting design that is contrasted by its bold colours and simplistic, rippled patterning. Handmade and designed by founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"11,5",,16,No Length,280,170,22,"10,7",16,400
622-40,Lyon Champagne Saucer Lilla,5740009207769,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Lilla,Czech Republic,"The Lyon Champagne Saucer has a soft and inviting design that is contrasted by its bold colours and simplistic, rippled patterning. Handmade and designed by founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"11,5",,16,No Length,280,170,22,"10,7",16,400
622-50,Lyon Champagne Saucer Rosa,5740009207776,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"The Lyon Champagne Saucer has a soft and inviting design that is contrasted by its bold colours and simplistic, rippled patterning. Handmade and designed by founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"11,5",,16,No Length,280,170,22,"10,7",16,400
650-40,Ripple White Wine Lilla ,5740009207806,2 pcs / 1 box,"€45,50","€18,20",Anna von Lipa,Wine glasses, Glass,Lilla,Czech Republic,"A striking design that comes in an equally striking colour. The ripple white wine glasses are fresh and fun-loving.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,"20,5",No Length,230,130,"17,7",23,9,260
650-50,Ripple White Wine Rosa,5740009207790,2 pcs / 1 box,"€45,50","€18,20",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"A striking design that comes in an equally striking colour. The ripple white wine glasses are fresh and fun-loving.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,"20,5",No Length,230,130,"17,7",23,9,260
651-40,Ripple Red Wine Lilla,5740009207820,2 pcs / 1 box,"€49,00","€19,60",Anna von Lipa,Wine glasses, Glass,Lilla,Czech Republic,"A striking design that comes in an equally striking colour. The ripple red wine glasses are fresh and fun-loving.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,"20,5",No Length,280,170,"22,7",24,"11,5",340
651-50,Ripple Red Wine Rosa,5740009207813,2 pcs / 1 box,"€49,00","€19,60",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"A striking design that comes in an equally striking colour. The ripple red wine glasses are fresh and fun-loving.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,"20,5",No Length,280,170,"22,7",24,"11,5",340
652-50,Ripple tumbler Rosa,8595711802095,2 pcs / 1 box,"€30,50","€12,20",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,Narrowing glass decorated with Ripple pattern will suit every household. Nice completing the Ripple collection for Wine glasses.,no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"6,5",,"10,5",No Length,250,200,"9,5","12,5","19,5",1400
653-12,Ripple aperitive glass Citron,5740009207837,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Citron,Czech Republic,"Perfect for an elegant aperitive before a dinner party, the ripple aperitive glass is bold and a guaranteed eye-catcher.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,5,,"23,5",No Length,200,170,"22,7",24,"11,5",340
653-15,Ripple aperitive glass Turquoise,5740009207844,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Turquoise,Czech Republic,"Perfect for an elegant aperitive before a dinner party, the ripple aperitive glass is bold and a guaranteed eye-catcher.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,5,,"23,5",No Length,200,170,"22,7",24,"11,5",340
653-32,Ripple aperitive glass Olivegreen,5740009208940,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Olivegreen,Czech Republic,"Perfect for an elegant aperitive before a dinner party, the ripple aperitive glass is bold and a guaranteed eye-catcher.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,5,,"23,5",No Length,200,170,"22,7",24,"11,5",340
